V1,V2,V3
t,639,95
t,639,279
f,639,852
t,639,1202
t,640,2
t,640,948
l,640,1056
f,641,199
o,641,742
f,642,1468
f,643,759
l,643,809
t,643,1409
t,643,1569
t,643,1693
f,643,1806
f,644,1530
t,644,1640
t,645,128
f,645,163
o,645,470
l,646,382
l,646,689
t,646,1847
t,646,1928
t,647,1380
t,647,1483
l,648,976
t,648,1551
t,649,552
t,649,1070
t,649,1954
t,650,83
f,650,590
f,651,230
l,651,713
t,651,1751
t,652,314
f,652,351
t,652,1349
t,653,1617
t,653,1878
t,654,54
t,654,299
t,654,517
t,655,32
t,655,399
l,655,1670
t,655,1823
t,656,1199
l,656,1992
t,657,115
t,657,872
t,657,1151
t,657,1773
f,658,1010
t,658,1287
l,659,730
f,659,927
f,660,179
o,660,655
t,660,1132
t,660,1238
l,661,798
l,661,996
t,662,88
t,662,835
l,662,900
t,662,1603
t,663,1710
t,664,530
f,664,573
t,664,1543
t,665,421
t,665,1161
t,665,1807
t,665,1848
l,666,309
l,666,969
t,666,1412
l,667,1690
f,668,615
o,669,596
o,669,1057
t,669,1344
l,669,1738
f,670,209
l,670,889
f,670,1090
t,670,1905
l,671,277
o,671,633
l,671,825
f,671,1034
l,671,1999
t,672,329
l,672,703
f,672,784
l,672,1280
t,672,1317
t,672,1632
t,672,1767
t,673,1456
t,674,14
t,674,107
f,674,764
t,674,1530
f,675,1370
t,675,1820
l,676,730
t,676,1393
t,677,1791
o,678,135
f,678,386
f,678,574
t,678,868
t,678,1651
t,678,1728
t,678,1863
t,678,1978
t,679,48
f,679,241
t,679,407
f,679,686
t,679,1958
l,680,287
f,680,668
t,680,1221
t,680,1425
f,681,267
l,681,1751
f,682,364
t,682,506
l,682,886
t,682,911
l,682,1682
t,683,1261
l,684,301
l,684,701
o,684,847
t,684,1200
l,684,1287
f,685,647
t,685,1924
t,686,1948
f,687,1116
f,687,1483
l,687,1991
t,688,1328
t,688,1513
l,688,1669
t,689,1877
t,690,53
t,690,1354
t,691,26
o,691,317
l,691,822
t,692,899
f,692,1053
t,692,1790
t,693,414
o,693,788
t,693,1599
f,694,518
l,694,1153
t,694,1844
l,694,1976
f,695,680
t,695,955
t,695,1412
t,695,1460
t,696,931
f,696,1100
t,696,1184
f,697,265
t,697,702
f,698,185
t,698,984
t,698,1229
l,698,1745
f,699,998
t,699,1723
t,699,1771
t,700,482
t,700,755
l,700,1656
t,701,93
t,702,11
t,702,1629
l,702,1692
t,702,1808
l,702,1960
l,703,835
f,703,1492
t,703,1826
o,704,1111
l,704,1130
l,704,1999
t,705,919
f,706,441
l,706,855
l,706,1144
l,707,815
t,707,1176
t,707,1861
f,708,30
f,708,602
t,708,1318
l,709,245
t,709,332
t,709,365
f,710,69
t,710,1264
t,710,1358
t,710,1560
l,710,1913
l,711,266
t,711,405
l,712,227
t,712,972
l,712,1418
t,712,1582
l,712,1684
l,712,1785
l,712,1981
t,713,578
t,713,717
l,713,753
l,714,845
f,714,873
l,714,1121
t,714,1203
t,714,1618
t,714,1837
t,715,107
f,715,127
f,715,285
l,715,771
t,715,1374
t,716,212
l,716,1287
f,717,1901
t,718,179
f,718,470
l,719,396
o,719,656
t,719,1235
t,719,1539
f,720,546
l,721,1972
l,722,370
l,722,1135
t,723,596
f,723,896
f,723,1002
t,723,1514
t,724,2
f,724,1093
o,725,697
t,725,1401
o,725,1488
l,725,1734
t,725,1933
f,726,27
t,726,166
l,726,728
t,726,1343
f,726,1675
t,726,1999
t,727,940
t,727,1625
t,727,1800
t,728,213
t,728,302
o,728,525
t,728,743
t,728,1551
t,728,1917
t,729,412
l,729,1121
f,729,1460
f,729,1691
t,730,190
t,730,1879
o,731,340
l,731,438
t,731,664
t,731,1218
t,732,231
t,732,253
l,732,382
t,732,1589
t,732,1784
t,732,1959
l,733,359
f,734,482
o,735,716
l,735,1296
l,735,1422
t,736,1604
t,737,161
t,737,1758
f,738,465
t,739,850
t,739,951
t,739,1328
t,739,1571
t,739,1819
f,740,38
t,740,263
t,740,306
t,740,990
l,741,1135
l,741,1263
l,742,287
t,742,656
l,742,834
t,742,1863
t,742,1981
f,743,1100
l,743,1211
f,744,77
l,744,879
t,744,1195
t,744,1369
t,744,1904
o,745,195
l,745,419
f,745,1459
t,745,1920
t,746,217
l,746,434
l,746,1248
f,746,1662
t,747,590
f,748,18
o,748,547
o,748,1154
t,749,115
f,749,505
f,749,526
o,749,785
f,749,1022
t,750,703
f,750,1087
t,750,1712
t,750,1799
f,751,370
l,751,641
l,751,962
l,751,1225
f,752,1630
t,753,138
t,753,1481
l,754,311
t,754,1536
l,754,1692
f,754,1729
l,755,869
t,756,1212
l,756,1281
f,756,1502
t,756,1777
t,756,1963
f,757,341
o,757,811
o,758,404
f,758,726
f,758,991
l,758,1122
o,758,1171
o,758,1408
t,758,1564
t,758,1812
t,758,1892
l,759,84
t,759,847
t,759,1847
t,760,665
f,760,917
f,761,200
t,761,584
f,762,47
f,762,328
l,762,800
t,762,1912
t,763,679
f,763,1674
l,764,554
t,764,1196
t,765,164
l,765,418
f,765,503
t,766,1225
f,766,1649
t,767,1598
t,768,14
t,769,250
t,769,699
l,769,861
l,770,306
o,770,608
l,770,782
o,770,966
l,770,1119
t,770,1370
o,770,1392
f,770,1432
t,771,211
l,771,757
t,771,1306
t,771,1447
t,771,1975
f,772,285
f,772,1005
f,772,1023
t,772,1550
l,773,110
f,773,1151
t,773,1933
o,774,343
t,774,652
l,774,739
t,774,1335
l,775,91
l,775,826
l,775,1291
l,775,1571
t,775,1807
f,776,454
l,776,843
l,776,1263
f,777,1743
t,777,1883
t,778,1521
t,779,1864
t,780,1999
l,781,579
o,781,926
t,782,16
o,782,366
f,782,1226
l,783,2
f,783,156
t,783,1199
t,783,1360
t,783,1967
t,784,212
l,784,775
l,784,980
f,784,1658
l,786,75
f,786,423
f,786,894
l,786,1251
t,787,234
l,787,745
l,787,1911
f,788,185
f,788,286
l,788,386
f,788,1099
t,789,551
l,789,1725
t,790,712
l,790,819
l,791,796
f,791,908
l,791,1691
f,791,1706
t,791,1826
t,792,48
l,792,1268
f,792,1308
f,793,509
f,793,724
l,793,838
f,793,1442
f,794,351
l,794,1793
t,795,256
l,795,1561
t,796,271
l,796,1646
l,797,9
t,797,1116
t,797,1147
t,797,1513
t,798,882
t,798,1599
f,799,101
f,800,86
l,800,808
t,800,1464
f,800,1771
f,801,121
t,802,207
f,802,433
f,802,949
o,802,1007
f,802,1211
l,802,1901
f,803,327
l,803,635
l,803,870
l,803,1660
t,803,1952
l,803,1991
f,804,398
f,804,764
t,804,1169
f,805,529
o,805,612
l,805,745
f,805,1064
t,805,1859
o,806,1683
f,807,195
f,807,377
t,807,1716
t,808,57
t,808,1914
l,810,40
f,810,1279
t,810,1497
t,810,1631
l,811,1526
t,812,264
l,812,826
t,812,1350
l,813,19
l,813,361
o,813,513
t,814,1156
t,815,903
t,815,1375
f,815,1783
t,815,1877
t,816,76
l,816,247
o,816,585
t,817,668
t,817,1408
l,817,1663
l,818,811
t,818,1538
f,818,1752
t,818,1804
t,818,1980
t,819,307
t,819,1137
f,819,1254
f,820,155
t,820,636
t,820,1959
f,822,444
o,822,555
t,822,1511
f,823,480
t,823,713
l,823,1593
t,823,1618
t,824,232
f,824,388
l,824,855
l,825,839
f,825,1018
o,825,1039
l,826,43
f,826,127
f,826,318
l,826,1113
f,827,769
l,827,1654
t,828,64
t,828,95
o,828,166
t,828,206
l,828,573
l,828,686
f,828,952
t,828,1060
f,828,1296
l,829,664
l,829,1995
o,830,275
f,830,368
t,830,897
t,830,1480
t,830,1565
l,830,1686
t,830,1846
f,831,1004
t,831,1718
t,831,1830
f,832,335
t,832,645
l,832,1608
l,833,27
f,833,978
f,833,1208
t,833,1362
l,834,805
l,834,1100
f,835,410
f,835,455
t,835,1330
l,836,109
o,836,148
l,836,471
l,836,502
f,836,1879
l,837,543
l,837,1901
t,838,1279
f,839,252
l,839,704
l,839,719
l,839,855
f,839,1243
l,840,741
t,840,1588
f,841,196
l,841,513
l,841,688
l,841,1080
t,841,1445
f,842,1228
t,842,1942
t,843,81
f,843,1760
o,844,570
f,844,1155
f,844,1420
t,844,1534
t,844,1822
f,844,1916
l,845,757
t,845,1053
l,846,617
l,846,906
f,846,940
t,846,1612
l,846,1660
l,846,1999
t,847,278
t,847,320
l,847,531
t,847,1113
t,847,1308
l,848,1136
t,848,1343
t,848,1487
l,849,109
l,849,172
l,849,816
t,849,1795
t,849,1844
t,849,1974
l,850,129
f,850,222
l,850,645
o,850,1408
t,850,1639
l,851,700
l,851,1708
l,852,664
o,852,996
t,852,1555
f,853,391
l,853,430
l,853,837
t,853,1525
f,854,3
l,855,521
l,855,738
t,855,1471
t,855,1766
l,855,1988
l,856,598
l,856,1041
l,857,893
l,857,1093
t,857,1746
t,858,54
o,858,83
f,858,1155
l,858,1386
l,858,1676
l,859,1023
o,859,1368
t,859,1494
o,860,924
l,860,1138
t,860,1261
t,860,1274
f,861,339
f,861,368
l,861,405
l,861,451
l,861,502
t,861,1054
l,861,1693
t,862,323
t,862,469
l,862,713
f,862,1190
t,862,1325
t,863,101
l,863,609
l,863,624
l,863,650
l,863,686
o,863,808
f,864,269
t,864,1294
f,864,1874
t,865,778
t,865,1509
l,866,727
l,867,554
l,867,829
t,867,1714
l,868,183
l,868,669
f,868,968
t,868,1225
l,868,1652
l,869,763
l,869,1358
l,870,745
l,870,903
l,870,1011
t,870,1075
t,870,1578
t,871,851
f,871,919
t,871,1526
o,872,2
l,872,592
t,872,869
l,872,1111
l,873,431
t,873,1132
t,873,1795
t,873,1820
f,874,78
f,874,107
l,874,580
o,874,1029
t,875,41
l,876,700
t,876,1248
o,876,1397
t,876,1894
f,877,280
t,877,1272
l,877,1739
l,878,524
l,878,812
t,878,1063
t,879,336
l,879,349
l,879,496
l,879,647
l,879,1711
f,880,150
t,880,310
l,880,609
l,880,659
t,880,1090
l,880,1682
l,881,208
l,881,1346
t,881,1540
t,881,1599
t,882,952
t,882,1002
t,882,1194
l,883,633
l,883,711
l,883,1640
t,883,1871
l,884,540
t,884,1167
t,884,1769
o,884,1985
t,885,1149
l,885,1620
l,885,1655
t,885,1831
t,886,296
l,886,589
o,886,1026
t,886,1440
t,886,1560
l,888,722
l,888,1234
t,888,1511
l,889,860
t,889,1374
f,890,375
f,890,837
l,890,976
l,891,669
f,891,1117
t,891,1893
f,892,240
t,892,786
f,892,1475
t,893,2
l,893,473
l,893,682
l,893,1845
l,894,112
f,894,142
f,894,432
l,894,564
l,894,653
l,894,767
t,895,753
f,895,1100
t,895,1282
l,896,217
t,896,511
l,896,580
l,896,1310
l,896,1339
t,896,1685
t,896,1815
o,897,358
f,897,409
f,898,175
t,898,1028
t,898,1198
t,898,1925
l,899,327
f,899,396
t,899,1523
t,900,343
l,900,871
l,901,618
l,901,639
l,901,920
t,901,1262
t,901,1579
l,901,1880
l,902,532
t,902,1075
t,902,1748
t,902,1765
t,902,1949
l,903,701
t,903,1091
l,903,1235
t,903,1798
l,904,677
l,904,734
t,904,989
t,905,23
f,905,97
t,905,1358
l,906,789
l,906,1321
l,906,1642
t,907,468
l,907,1838
t,907,1900
l,908,448
t,908,1384
t,909,7
t,910,1010
t,910,1043
f,910,1131
t,910,1422
t,910,1684
t,912,46
t,912,253
l,912,316
l,912,715
o,912,892
t,913,211
f,914,159
o,914,375
o,914,1107
t,914,1725
l,915,1160
t,915,1665
l,915,1826
l,915,1967
t,916,30
o,916,119
t,916,345
l,916,546
l,916,571
l,916,592
l,916,625
l,916,646
l,916,663
t,916,1569
t,916,1913
t,917,1063
t,917,1254
t,917,1597
t,917,1770
l,918,943
t,918,1437
l,919,797
l,919,965
l,919,1144
t,919,1208
t,919,1801
l,920,558
l,920,702
l,920,1313
t,920,1501
l,920,1859
t,921,227
t,922,91
l,922,388
l,922,1946
l,923,428
t,924,1355
l,924,1878
f,924,1999
l,925,783
t,925,919
l,925,1454
t,925,1691
l,926,62
t,926,1187
t,927,19
t,927,305
l,927,331
f,927,888
l,928,679
l,929,582
t,929,1094
t,929,1530
o,930,447
l,930,658
t,930,1296
t,931,1266
t,931,1514
l,932,528
l,933,566
l,933,729
l,934,636
l,934,695
t,934,934
l,934,1933
t,935,228
o,935,514
l,935,607
t,935,1077
l,935,1397
t,935,1477
t,935,1784
l,936,623
l,936,745
l,936,773
t,936,1011
l,937,46
t,937,464
l,938,1169
t,938,1672
l,938,1967
l,939,801
t,939,1223
t,939,1739
l,939,1760
l,939,1851
l,940,63
l,940,911
l,940,1153
l,940,1606
t,940,1696
l,941,209
l,941,389
l,941,711
t,941,1801
l,942,123
t,942,365
l,942,425
f,942,1100
t,942,1195
t,942,1324
t,942,1341
t,943,275
t,943,349
l,943,413
l,943,683
l,943,1128
f,943,1416
l,944,297
l,944,723
l,944,1889
t,946,76
l,946,699
l,946,783
t,946,972
t,946,1582
l,947,585
t,947,1359
t,947,1720
t,948,1049
t,948,1865
t,949,1242
l,949,1944
o,950,16
l,950,562
t,950,1472
t,950,1551
f,950,1635
l,951,54
l,951,625
t,951,1281
l,951,1446
l,952,642
l,952,657
l,952,734
t,952,1265
l,952,1596
t,952,1771
l,953,214
l,953,757
l,954,128
l,954,817
l,954,1610
l,955,1170
t,955,1848
f,956,256
l,956,447
t,956,471
l,956,773
t,956,1960
l,957,547
t,957,1692
t,958,306
t,958,328
l,958,1747
t,958,1790
l,959,795
t,960,71
l,960,699
t,960,1084
t,960,1537
t,960,1825
t,961,1432
l,961,1728
l,962,376
l,962,492
l,962,1858
t,962,1941
l,963,399
l,963,562
l,963,592
f,963,945
t,963,1203
t,964,1380
l,965,538
l,965,808
t,966,1039
t,966,1922
t,966,1987
l,967,48
o,967,1314
t,967,1889
l,968,656
l,968,686
l,968,726
l,968,745
l,968,758
l,968,784
t,968,1070
t,968,1405
f,968,1663
l,969,214
l,969,1178
l,969,1342
l,970,115
l,970,611
t,970,959
t,971,1141
t,971,1491
l,972,574
t,972,1521
t,972,1698
l,973,439
t,973,1805
t,974,294
t,974,464
l,974,516
l,974,550
l,974,819
t,975,80
l,975,166
l,975,902
f,975,1642
t,976,198
l,976,530
l,976,1162
l,977,413
f,978,13
t,978,1227
t,978,1550
l,979,765
l,979,935
l,979,1756
l,980,618
l,980,779
t,980,1103
l,980,1840
t,980,1867
l,981,378
l,981,475
l,981,717
l,981,1293
l,981,1785
t,981,1932
l,982,1147
t,982,1259
l,983,583
l,983,734
l,983,798
o,983,892
t,983,991
l,983,1853
l,984,391
t,984,1576
f,985,38
t,985,1062
l,986,560
t,986,1277
f,986,1388
t,986,1731
t,986,1988
l,987,99
l,987,254
f,987,1023
t,987,1191
f,987,1408
t,987,1950
t,988,282
l,988,535
l,988,660
o,988,838
f,988,1348
l,989,642
l,989,812
t,989,1520
l,990,403
l,990,1306
t,990,1456
t,991,336
l,991,438
l,991,492
t,991,1688
t,991,1771
t,991,1899
l,992,506
l,992,680
t,992,1092
f,992,1321
t,992,1658
l,993,312
l,993,751
t,993,909
t,993,1112
l,994,157
t,994,932
t,994,1130
l,994,1170
t,994,1504
t,995,132
l,995,172
l,995,420
l,995,456
t,995,1432
t,996,706
t,996,980
t,996,1745
f,997,71
t,997,220
l,997,1789
o,998,57
t,998,292
l,998,578
l,999,393
l,999,655
f,999,1366
t,999,1874
t,1000,104
l,1000,618
l,1000,823
t,1000,952
l,1000,1847
f,1000,1965
l,1001,600
l,1001,767
t,1002,1621
o,1003,270
l,1003,736
t,1003,1999
l,1004,667
f,1004,1214
l,1005,239
t,1005,1483
l,1006,186
o,1006,256
l,1006,537
l,1006,1125
l,1007,375
l,1007,789
l,1007,804
t,1007,1265
t,1007,1662
l,1007,1768
l,1008,154
l,1008,432
t,1008,497
l,1008,562
l,1008,586
t,1008,1453
t,1008,1540
t,1008,1559
t,1009,352
l,1009,754
l,1010,512
l,1010,634
t,1010,973
t,1010,1295
l,1010,1801
t,1010,1921
f,1011,18
l,1011,461
l,1011,481
f,1011,1399
o,1011,1728
t,1012,1692
t,1012,1902
t,1013,208
l,1013,297
l,1013,1148
t,1013,1871
l,1014,527
l,1014,817
o,1014,1061
f,1014,1423
l,1015,246
l,1015,708
o,1015,851
l,1015,909
t,1015,1674
t,1016,72
l,1016,417
l,1016,446
t,1016,928
l,1018,686
t,1018,1191
f,1018,1364
t,1019,52
l,1019,830
l,1019,1160
t,1019,1510
t,1019,1641
t,1019,1943
t,1020,36
l,1020,775
t,1020,1819
l,1021,642
t,1021,1709
l,1022,546
l,1022,595
l,1022,618
l,1022,725
o,1022,1247
l,1023,663
l,1023,792
t,1023,1977
t,1024,123
l,1024,743
t,1024,1100
f,1024,1522
t,1024,1766
t,1024,1847
l,1025,562
f,1025,1234
o,1026,1542
t,1027,103
t,1027,229
l,1027,379
l,1027,523
l,1027,631
l,1027,1285
t,1028,331
l,1028,574
t,1028,1738
l,1028,1867
o,1029,177
l,1029,255
l,1029,762
t,1029,1592
l,1030,426
l,1030,457
l,1030,1129
t,1030,1918
t,1030,1999
t,1031,14
t,1031,968
f,1031,1374
f,1032,160
t,1032,1312
l,1034,400
l,1034,440
t,1034,1622
f,1035,135
l,1035,550
l,1035,807
l,1035,932
t,1035,1090
t,1035,1663
l,1035,1686
l,1036,487
l,1036,509
t,1036,896
t,1036,1004
t,1036,1143
o,1036,1206
t,1036,1331
l,1037,305
l,1037,679
l,1037,833
f,1037,1026
l,1037,1755
f,1038,65
l,1038,196
l,1038,210
l,1038,533
l,1038,657
t,1038,1960
o,1039,88
l,1039,599
l,1039,618
l,1039,1437
t,1039,1575
t,1039,1646
l,1040,561
l,1040,640
l,1040,706
l,1040,794
l,1041,378
l,1041,729
t,1041,1944
f,1042,244
l,1042,587
l,1042,819
t,1042,1066
t,1042,1606
l,1043,767
t,1043,1475
l,1043,1881
f,1044,258
l,1044,923
t,1044,946
t,1044,1311
l,1045,850
t,1045,1855
l,1046,495
t,1046,1720
l,1047,692
l,1047,780
f,1047,1407
f,1047,1798
t,1048,2
o,1048,46
l,1048,546
l,1049,574
t,1049,1098
t,1049,1346
l,1050,531
l,1050,677
l,1050,750
l,1050,808
l,1050,1428
l,1050,1444
t,1050,1959
t,1051,171
o,1051,314
l,1051,405
l,1051,474
t,1051,1151
f,1051,1264
t,1052,1301
l,1053,424
l,1053,966
f,1053,1210
l,1053,1752
t,1053,1867
o,1054,144
l,1054,595
l,1054,628
l,1054,734
l,1054,790
t,1054,1661
t,1054,1679
l,1055,449
l,1056,359
l,1056,643
l,1057,563
l,1057,841
t,1057,1694
t,1057,1825
t,1057,1998
f,1058,253
l,1058,771
t,1058,1115
t,1059,936
f,1059,1187
t,1060,186
l,1060,494
o,1060,860
t,1060,1049
f,1060,1392
f,1060,1480
l,1061,381
l,1061,584
l,1061,691
o,1061,898
l,1061,914
f,1061,1229
l,1061,1735
l,1062,664
f,1062,873
t,1062,1325
t,1062,1421
t,1062,1553
f,1063,107
l,1063,509
o,1064,297
o,1065,161
l,1065,463
l,1065,826
f,1065,1214
l,1066,415
l,1067,638
l,1067,721
l,1067,753
t,1067,1088
t,1067,1312
t,1067,1928
t,1068,235
l,1068,600
l,1068,618
l,1068,807
t,1068,1628
t,1068,1975
t,1069,40
l,1069,650
f,1069,1252
t,1070,18
l,1070,121
t,1070,371
l,1070,480
l,1070,679
t,1070,1456
o,1070,1887
l,1071,65
l,1071,444
o,1071,999
t,1071,1291
l,1072,211
t,1072,270
l,1072,552
l,1072,1338
l,1074,578
l,1074,834
f,1074,1051
f,1074,1178
l,1074,1851
f,1075,89
t,1075,252
l,1076,393
l,1076,707
f,1076,1134
l,1076,1491
l,1077,495
l,1077,564
l,1077,790
t,1077,1643
l,1077,1956
l,1078,425
l,1078,534
l,1078,775
t,1078,964
l,1078,1108
t,1078,1733
l,1079,408
l,1079,665
f,1079,1690
l,1080,607
o,1080,1223
l,1081,720
f,1081,900
t,1081,1404
l,1082,128
t,1082,229
l,1082,734
l,1083,511
l,1083,804
t,1083,1328
f,1083,1356
l,1084,595
o,1084,921
l,1084,1837
t,1085,1388
f,1085,1474
t,1085,1586
l,1086,140
t,1086,364
l,1086,699
l,1086,750
l,1086,824
t,1086,1416
t,1086,1525
f,1087,19
t,1087,252
l,1087,635
t,1087,1306
t,1087,1556
l,1088,443
l,1088,482
l,1088,582
f,1089,89
t,1089,940
t,1089,1007
l,1090,766
t,1090,850
t,1090,1908
f,1091,105
l,1091,655
f,1091,1175
t,1091,1249
t,1091,1266
t,1092,62
o,1092,282
l,1092,526
l,1092,559
l,1092,1159
f,1092,1880
t,1093,1675
l,1094,37
l,1094,208
l,1094,547
t,1094,1652
o,1095,125
l,1095,406
l,1095,615
l,1096,465
l,1096,804
t,1096,1041
f,1096,1076
l,1097,423
l,1097,1323
l,1097,1848
t,1098,1797
t,1098,1822
l,1099,571
o,1100,170
o,1100,344
l,1100,735
f,1100,1132
t,1100,1747
l,1101,703
l,1101,718
t,1102,266
l,1102,499
l,1102,793
t,1102,1975
f,1103,22
l,1103,443
t,1103,1598
l,1104,629
l,1104,670
l,1104,779
f,1104,1706
l,1106,235
l,1106,290
l,1106,482
l,1106,756
t,1106,1030
l,1107,538
l,1107,691
l,1107,1960
t,1108,369
l,1108,614
l,1108,844
t,1108,882
t,1108,1575
l,1109,860
o,1109,924
t,1109,989
t,1109,1763
t,1110,1225
t,1111,389
t,1111,1007
l,1112,1737
t,1112,1840
o,1113,111
l,1113,471
l,1113,556
t,1113,1291
t,1113,1590
t,1113,1717
l,1113,1947
l,1114,458
l,1114,721
t,1114,1459
t,1114,1494
l,1115,424
l,1115,745
t,1115,946
t,1115,1515
t,1115,1993
l,1116,1114
t,1116,1149
f,1116,1256
t,1116,1558
t,1117,1059
f,1118,148
f,1118,169
l,1118,486
l,1118,681
l,1118,769
f,1118,911
t,1118,1871
f,1119,128
o,1119,207
l,1119,519
l,1119,649
l,1119,799
f,1119,1414
t,1119,1655
l,1119,1826
l,1120,595
o,1120,1201
t,1120,1620
o,1121,2
f,1121,250
l,1121,783
l,1121,821
l,1122,539
l,1122,1366
t,1122,1777
t,1122,1812
o,1123,56
l,1123,1098
f,1123,1272
l,1124,82
l,1124,841
l,1125,438
f,1125,1039
t,1125,1571
l,1126,635
l,1127,465
l,1127,569
t,1127,1796
l,1127,1965
t,1128,393
l,1128,701
l,1128,735
l,1128,754
l,1128,1910
o,1129,181
l,1129,1347
t,1129,1607
l,1129,1856
l,1130,773
l,1131,493
l,1131,590
l,1131,659
f,1131,1314
f,1131,1390
o,1132,233
t,1132,880
t,1132,1127
t,1132,1442
t,1133,1936
l,1134,354
l,1134,1105
t,1134,1539
o,1135,95
l,1135,519
l,1135,646
l,1135,834
l,1135,1170
l,1135,1335
o,1136,290
t,1136,947
t,1136,1626
l,1136,1686
l,1137,614
l,1137,678
l,1137,1824
l,1138,555
l,1138,784
t,1138,1148
t,1138,1922
l,1139,455
t,1139,1509
t,1139,1774
f,1140,13
f,1140,41
t,1140,69
l,1140,476
l,1140,696
l,1140,722
f,1140,986
l,1140,1160
t,1140,1566
f,1140,1744
l,1141,220
l,1141,568
l,1141,583
l,1141,808
l,1142,506
o,1142,970
l,1142,1999
o,1143,913
o,1143,1051
t,1143,1483
t,1143,1809
l,1144,440
l,1144,1840
o,1145,331
l,1145,849
l,1145,1081
t,1145,1654
t,1146,366
l,1146,1180
t,1147,352
l,1147,493
l,1147,543
l,1147,711
l,1147,752
f,1148,135
l,1148,651
t,1148,1960
l,1149,627
o,1150,1343
t,1150,1874
f,1151,119
l,1151,606
l,1151,1330
t,1152,1800
l,1152,1853
t,1153,410
l,1153,1165
f,1153,1402
t,1154,1767
t,1154,1919
t,1155,384
l,1155,569
f,1155,1239
t,1155,1299
l,1155,1970
f,1156,203
l,1156,671
l,1156,822
f,1156,998
f,1156,1126
l,1157,451
l,1157,507
o,1158,183
l,1158,556
l,1158,588
l,1158,685
l,1158,1063
t,1159,58
l,1159,775
t,1159,1444
t,1159,1632
l,1160,542
f,1160,1276
t,1160,1942
l,1161,523
l,1161,1833
f,1162,112
o,1162,727
f,1163,21
o,1163,153
f,1163,287
f,1163,895
t,1163,1320
l,1163,1420
t,1163,1890
l,1164,480
l,1164,928
t,1164,1093
f,1164,1703
l,1165,635
l,1165,661
l,1165,1682
o,1165,1720
l,1166,648
l,1166,789
l,1166,871
f,1167,75
l,1167,622
l,1167,813
f,1167,1147
t,1167,1524
t,1168,1875
l,1169,503
l,1170,173
l,1170,829
f,1170,981
o,1171,327
l,1171,573
l,1171,1205
f,1172,135
l,1172,611
t,1172,1562
l,1172,1959
l,1173,693
o,1173,713
o,1173,883
o,1173,1594
t,1174,215
l,1174,847
l,1174,1264
t,1175,380
l,1175,552
o,1175,1008
l,1175,1162
o,1175,1283
f,1175,1370
o,1175,1482
l,1176,678
o,1176,1048
l,1176,1850
t,1177,344
t,1177,1627
t,1178,1351
f,1179,154
l,1179,446
l,1179,490
l,1179,514
l,1179,528
l,1179,1218
l,1179,1695
t,1179,1823
l,1180,357
l,1180,471
l,1180,660
o,1180,770
t,1180,1806
f,1181,108
l,1181,589
l,1181,814
f,1182,745
t,1182,1439
l,1182,1659
t,1182,1983
o,1183,29
o,1183,234
t,1183,392
l,1183,624
l,1183,831
o,1183,1186
o,1184,290
l,1184,1090
t,1184,1510
o,1185,180
f,1185,716
l,1185,1033
l,1185,1522
f,1185,1774
t,1186,419
l,1186,855
t,1186,937
f,1186,1407
t,1186,1861
o,1187,1131
l,1189,799
f,1190,90
f,1190,270
l,1190,458
l,1190,498
l,1190,842
t,1190,1067
l,1190,1298
l,1191,523
l,1191,540
t,1191,1543
t,1191,1890
t,1191,1998
f,1192,141
l,1192,564
t,1192,991
l,1192,1240
f,1192,1382
l,1193,599
l,1193,759
l,1193,878
l,1193,1341
t,1193,1944
t,1194,381
l,1194,482
o,1194,643
t,1194,1752
l,1195,1170
l,1195,1587
f,1195,1655
l,1195,1684
l,1196,821
t,1196,1323
f,1196,1625
t,1196,1718
t,1196,1740
t,1196,1960
l,1197,348
t,1198,417
o,1198,1186
l,1199,619
t,1199,1781
l,1201,516
t,1201,914
l,1201,1697
l,1202,158
o,1202,196
t,1202,1865
l,1203,236
l,1203,862
t,1203,967
o,1203,1012
t,1203,1447
t,1203,1976
f,1204,1051
l,1205,551
l,1206,406
l,1207,601
l,1207,1275
l,1207,1682
t,1207,1828
o,1208,358
l,1208,537
f,1208,1470
f,1208,1641
f,1209,220
t,1209,931
o,1210,297
l,1210,843
o,1210,1250
f,1210,1557
t,1211,118
f,1211,255
l,1211,479
l,1211,492
t,1211,1035
f,1211,1393
t,1211,1587
t,1211,1964
f,1212,2
f,1212,62
t,1212,443
l,1212,1991
t,1213,428
l,1213,466
f,1213,1219
o,1213,1522
t,1213,1895
f,1214,35
l,1214,575
f,1214,815
f,1214,1115
t,1214,1608
l,1215,516
o,1215,634
f,1215,722
t,1215,1786
t,1215,1871
t,1216,392
t,1216,1180
t,1216,1928
f,1218,739
o,1218,1137
t,1218,1304
t,1218,1339
t,1218,1705
f,1219,102
o,1219,203
t,1219,1434
o,1220,142
l,1220,1015
o,1221,1083
f,1221,1488
t,1222,452
t,1222,877
l,1222,950
f,1222,1507
o,1223,350
o,1223,783
l,1223,962
t,1223,1200
t,1223,1760
l,1224,598
t,1224,1830
t,1224,1848
f,1225,1474
l,1226,553
l,1226,581
t,1226,1278
l,1226,1667
o,1227,319
l,1227,851
t,1227,890
t,1227,1320
t,1227,1902
l,1228,540
t,1228,921
l,1229,1363
t,1229,1629
l,1229,1999
o,1230,411
o,1230,751
t,1230,1047
l,1230,1098
l,1231,836
t,1231,1721
l,1231,1954
l,1231,1983
l,1232,500
o,1232,1118
t,1232,1530
l,1233,478
